Month,Labour.force.status...previous.month,Labour.force.status.current.month,Persons.current.month..000.
Jan-15,Unmatched in common sample (responded in current month but not in previous),Employed full-time,671.7
Jan-15,Unmatched in common sample (responded in current month but not in previous),Employed part-time,252.3
Jan-15,Unmatched in common sample (responded in current month but not in previous),Unemployed,93.3
Jan-15,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),854.1
Jan-15,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Jan-15,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Jan-15,Incoming rotation group,Employed full-time,983.1
Jan-15,Incoming rotation group,Employed part-time,443.3
Jan-15,Incoming rotation group,Unemployed,105.5
Jan-15,Incoming rotation group,Not in the labour force (NILF),795.5
Jan-15,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Jan-15,Incoming rotation group,Outgoing Rotation Group,0
Dec-14,Employed full-time,Employed full-time,6089.8
Dec-14,Employed full-time,Employed part-time,277.7
Dec-14,Employed full-time,Unemployed,31.5
Dec-14,Employed full-time,Not in the labour force (NILF),77.4
Dec-14,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Dec-14,Employed full-time,Outgoing Rotation Group,0
Dec-14,Employed part-time,Employed full-time,364.2
Dec-14,Employed part-time,Employed part-time,2369.7
Dec-14,Employed part-time,Unemployed,39.8
Dec-14,Employed part-time,Not in the labour force (NILF),149.5
Dec-14,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Dec-14,Employed part-time,Outgoing Rotation Group,0
Dec-14,Unemployed,Employed full-time,41
Dec-14,Unemployed,Employed part-time,67.8
Dec-14,Unemployed,Unemployed,347.3
Dec-14,Unemployed,Not in the labour force (NILF),118.2
Dec-14,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Dec-14,Unemployed,Outgoing Rotation Group,0
Dec-14,Not in the labour force (NILF),Employed full-time,75.9
Dec-14,Not in the labour force (NILF),Employed part-time,145.3
Dec-14,Not in the labour force (NILF),Unemployed,162.9
Dec-14,Not in the labour force (NILF),Not in the labour force (NILF),4757
Dec-14,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Dec-14,Not in the labour force (NILF),Outgoing Rotation Group,0
Dec-14,Unmatched in common sample (responded in current month but not in previous),Employed full-time,580.6
Dec-14,Unmatched in common sample (responded in current month but not in previous),Employed part-time,228.6
Dec-14,Unmatched in common sample (responded in current month but not in previous),Unemployed,72.7
Dec-14,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),751.1
Dec-14,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Dec-14,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Dec-14,Incoming rotation group,Employed full-time,1002.4
Dec-14,Incoming rotation group,Employed part-time,472.6
Dec-14,Incoming rotation group,Unemployed,77.7
Dec-14,Incoming rotation group,Not in the labour force (NILF),808.6
Dec-14,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Dec-14,Incoming rotation group,Outgoing Rotation Group,0
Nov-14,Employed full-time,Employed full-time,5915
Nov-14,Employed full-time,Employed part-time,307.2
Nov-14,Employed full-time,Unemployed,35.2
Nov-14,Employed full-time,Not in the labour force (NILF),89.6
Nov-14,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Nov-14,Employed full-time,Outgoing Rotation Group,0
Nov-14,Employed part-time,Employed full-time,350.6
Nov-14,Employed part-time,Employed part-time,2348.6
Nov-14,Employed part-time,Unemployed,48
Nov-14,Employed part-time,Not in the labour force (NILF),149.7
Nov-14,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Nov-14,Employed part-time,Outgoing Rotation Group,0
Nov-14,Unemployed,Employed full-time,48.9
Nov-14,Unemployed,Employed part-time,74.9
Nov-14,Unemployed,Unemployed,319.3
Nov-14,Unemployed,Not in the labour force (NILF),149.2
Nov-14,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Nov-14,Unemployed,Outgoing Rotation Group,0
Nov-14,Not in the labour force (NILF),Employed full-time,81.3
Nov-14,Not in the labour force (NILF),Employed part-time,176.8
Nov-14,Not in the labour force (NILF),Unemployed,156.4
Nov-14,Not in the labour force (NILF),Not in the labour force (NILF),4678.7
Nov-14,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Nov-14,Not in the labour force (NILF),Outgoing Rotation Group,0
Nov-14,Unmatched in common sample (responded in current month but not in previous),Employed full-time,592.9
Nov-14,Unmatched in common sample (responded in current month but not in previous),Employed part-time,222.1
Nov-14,Unmatched in common sample (responded in current month but not in previous),Unemployed,74.2
Nov-14,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),838.9
Nov-14,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Nov-14,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Nov-14,Incoming rotation group,Employed full-time,1024.1
Nov-14,Incoming rotation group,Employed part-time,439.3
Nov-14,Incoming rotation group,Unemployed,90.6
Nov-14,Incoming rotation group,Not in the labour force (NILF),876.8
Nov-14,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Nov-14,Incoming rotation group,Outgoing Rotation Group,0
Oct-14,Employed full-time,Employed full-time,5942.1
Oct-14,Employed full-time,Employed part-time,294.9
Oct-14,Employed full-time,Unemployed,33.2
Oct-14,Employed full-time,Not in the labour force (NILF),80.7
Oct-14,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Oct-14,Employed full-time,Outgoing Rotation Group,0
Oct-14,Employed part-time,Employed full-time,303.8
Oct-14,Employed part-time,Employed part-time,2376.6
Oct-14,Employed part-time,Unemployed,41.6
Oct-14,Employed part-time,Not in the labour force (NILF),161
Oct-14,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Oct-14,Employed part-time,Outgoing Rotation Group,0
Oct-14,Unemployed,Employed full-time,50.8
Oct-14,Unemployed,Employed part-time,67.5
Oct-14,Unemployed,Unemployed,360.7
Oct-14,Unemployed,Not in the labour force (NILF),127.4
Oct-14,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Oct-14,Unemployed,Outgoing Rotation Group,0
Oct-14,Not in the labour force (NILF),Employed full-time,81
Oct-14,Not in the labour force (NILF),Employed part-time,141.3
Oct-14,Not in the labour force (NILF),Unemployed,154.3
Oct-14,Not in the labour force (NILF),Not in the labour force (NILF),4709.1
Oct-14,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Oct-14,Not in the labour force (NILF),Outgoing Rotation Group,0
Oct-14,Unmatched in common sample (responded in current month but not in previous),Employed full-time,611.6
Oct-14,Unmatched in common sample (responded in current month but not in previous),Employed part-time,253.5
Oct-14,Unmatched in common sample (responded in current month but not in previous),Unemployed,70.6
Oct-14,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),831.7
Oct-14,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Oct-14,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Oct-14,Incoming rotation group,Employed full-time,992.3
Oct-14,Incoming rotation group,Employed part-time,434.5
Oct-14,Incoming rotation group,Unemployed,91.6
Oct-14,Incoming rotation group,Not in the labour force (NILF),855.3
Oct-14,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Oct-14,Incoming rotation group,Outgoing Rotation Group,0
Sep-14,Employed full-time,Employed full-time,5912
Sep-14,Employed full-time,Employed part-time,262.4
Sep-14,Employed full-time,Unemployed,30.6
Sep-14,Employed full-time,Not in the labour force (NILF),85.1
Sep-14,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Sep-14,Employed full-time,Outgoing Rotation Group,0
Sep-14,Employed part-time,Employed full-time,301.6
Sep-14,Employed part-time,Employed part-time,2430.9
Sep-14,Employed part-time,Unemployed,38.8
Sep-14,Employed part-time,Not in the labour force (NILF),136.7
Sep-14,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Sep-14,Employed part-time,Outgoing Rotation Group,0
Sep-14,Unemployed,Employed full-time,42.2
Sep-14,Unemployed,Employed part-time,67.8
Sep-14,Unemployed,Unemployed,357.6
Sep-14,Unemployed,Not in the labour force (NILF),111.6
Sep-14,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Sep-14,Unemployed,Outgoing Rotation Group,0
Sep-14,Not in the labour force (NILF),Employed full-time,55.3
Sep-14,Not in the labour force (NILF),Employed part-time,120.4
Sep-14,Not in the labour force (NILF),Unemployed,143.1
Sep-14,Not in the labour force (NILF),Not in the labour force (NILF),4683.9
Sep-14,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Sep-14,Not in the labour force (NILF),Outgoing Rotation Group,0
Sep-14,Unmatched in common sample (responded in current month but not in previous),Employed full-time,733.3
Sep-14,Unmatched in common sample (responded in current month but not in previous),Employed part-time,271.8
Sep-14,Unmatched in common sample (responded in current month but not in previous),Unemployed,83.9
Sep-14,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),924.1
Sep-14,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Sep-14,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Sep-14,Incoming rotation group,Employed full-time,934.1
Sep-14,Incoming rotation group,Employed part-time,402.1
Sep-14,Incoming rotation group,Unemployed,92.5
Sep-14,Incoming rotation group,Not in the labour force (NILF),824.6
Sep-14,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Sep-14,Incoming rotation group,Outgoing Rotation Group,0
Aug-14,Employed full-time,Employed full-time,5944
Aug-14,Employed full-time,Employed part-time,312.9
Aug-14,Employed full-time,Unemployed,38.9
Aug-14,Employed full-time,Not in the labour force (NILF),89.2
Aug-14,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
